"","ms_sub_class","ms_zoning","lot_frontage","lot_area","street","alley","lot_shape","land_contour","utilities","lot_config","land_slope","neighborhood","condition1","condition2","bldg_type","house_style","overall_qual","overall_cond","year_built","year_remod_add","roof_style","roof_matl","exterior1st","exterior2nd","mas_vnr_type","mas_vnr_area","exter_qual","exter_cond","foundation","bsmt_qual","bsmt_cond","bsmt_exposure","bsmt_fin_type1","bsmt_fin_sf1","bsmt_fin_type2","bsmt_fin_sf2","bsmt_unf_sf","total_bsmt_sf","heating","heating_qc","central_air","electrical","x1st_flr_sf","x2nd_flr_sf","low_qual_fin_sf","gr_liv_area","bsmt_full_bath","bsmt_half_bath","full_bath","half_bath","bedroom_abv_gr","kitchen_abv_gr","kitchen_qual","tot_rms_abv_grd","functional","fireplaces","fireplace_qu","garage_type","garage_yr_blt","garage_finish","garage_cars","garage_area","garage_qual","garage_cond","paved_drive","wood_deck_sf","open_porch_sf","enclosed_porch","x3ssn_porch","screen_porch","pool_area","pool_qc","fence","misc_feature","misc_val","mo_sold","yr_sold","sale_type","sale_condition","sale_price"
"771",85,4,0,7252,2,"0",1,4,1,2,1,19,3,3,1,7,5,5,1982,1982,4,2,14,15,4,0,4,5,2,4,5,2,4,685,7,0,173,858,2,5,2,6,858,0,0,858,1,0,1,0,2,1,4,5,7,0,1,7,1983,4,2,576,6,6,3,120,0,0,0,0,0,1,1,1,0,4,2009,9,5,134900
"772",20,4,67,8877,2,"0",4,4,1,5,1,8,3,3,1,3,4,5,1951,1951,2,2,14,15,4,0,4,5,2,3,2,5,5,836,7,0,0,836,2,5,2,3,1220,0,0,1220,0,0,1,0,2,1,4,6,7,0,1,7,1951,4,2,396,6,6,3,0,0,0,0,0,0,1,1,1,0,4,2006,1,5,102000
"773",80,4,94,7819,2,"0",4,4,1,5,1,8,3,3,1,8,6,5,1976,1976,2,2,10,11,4,0,4,5,2,5,5,2,2,422,3,127,480,1029,2,5,2,6,1117,0,0,1117,1,0,1,0,3,1,4,6,7,1,6,7,1976,4,2,672,6,6,3,144,0,0,0,0,0,1,4,1,0,3,2010,9,1,107000
"774",20,4,70,10150,2,"0",4,4,1,5,1,13,2,3,1,3,5,5,1958,1958,2,2,14,15,4,1,4,5,2,5,5,5,6,456,7,0,456,912,2,1,2,2,912,0,0,912,0,0,1,0,2,1,4,5,7,0,1,3,1958,3,1,275,6,6,3,0,0,0,0,0,0,1,1,1,0,7,2007,1,5,114500
"775",20,4,110,14226,2,"0",4,4,1,1,1,16,3,3,1,3,8,5,2006,2006,4,2,13,14,3,375,3,5,3,4,5,2,7,0,7,0,1935,1935,2,3,2,6,1973,0,0,1973,0,0,2,0,3,1,3,9,7,1,4,3,2006,2,3,895,6,6,3,315,45,0,0,0,0,1,1,1,0,7,2007,7,6,395000
"776",120,5,32,4500,2,"0",4,4,1,3,1,12,3,3,5,3,6,5,1998,1998,4,2,13,14,3,320,4,5,3,2,5,5,4,866,7,0,338,1204,2,1,2,6,1204,0,0,1204,1,0,2,0,2,1,4,5,7,0,1,3,1998,2,2,412,6,6,3,0,247,0,0,0,0,1,1,1,0,6,2009,9,5,162000
"777",20,4,86,11210,2,"0",1,4,1,5,1,6,3,3,1,3,7,5,2005,2006,2,2,13,14,3,240,3,5,3,4,5,2,4,20,7,0,1594,1614,2,1,2,6,1614,0,0,1614,0,0,2,0,3,1,3,7,7,0,1,3,2005,3,3,865,6,6,3,144,59,0,0,0,0,1,1,1,0,7,2006,7,6,221500
"778",20,4,100,13350,2,"0",1,4,1,5,1,19,3,3,1,3,5,5,1974,1974,4,2,7,11,4,0,4,5,2,5,5,5,2,762,7,0,102,864,2,5,2,6,894,0,0,894,1,0,1,0,3,1,4,5,7,1,3,3,1974,4,2,440,6,6,3,241,0,0,0,0,0,1,4,1,0,6,2006,9,5,142500
"779",90,3,60,8400,2,"0",4,4,1,5,1,20,2,3,3,3,5,5,1977,1977,2,2,10,11,3,320,4,5,4,1,1,1,1,0,1,0,0,0,2,5,2,6,2020,0,0,2020,0,0,2,0,4,2,4,10,7,2,6,7,1977,4,2,630,6,6,3,0,0,0,0,0,0,1,1,1,0,10,2007,9,5,144000
"780",90,4,78,10530,2,"0",4,4,1,5,1,12,3,3,3,7,6,5,1977,1977,2,2,10,8,3,90,4,5,2,4,5,3,4,975,7,0,0,975,2,5,2,6,1004,0,0,1004,1,0,1,0,2,1,4,4,7,0,1,3,1977,4,2,504,6,6,3,0,0,0,0,0,0,1,1,1,0,5,2006,9,5,135000
"781",20,4,63,7875,2,"0",4,4,1,5,1,9,3,3,1,3,7,5,1995,1996,2,2,7,7,3,38,4,5,3,4,3,5,7,0,7,0,1237,1237,2,3,2,6,1253,0,0,1253,0,0,2,0,3,1,4,6,7,1,6,3,1995,2,2,402,6,6,3,220,21,0,0,0,0,1,1,1,0,6,2007,9,5,176000
"782",60,4,65,7153,2,"0",4,4,1,5,1,20,3,3,1,6,6,5,1992,1992,2,2,13,14,4,0,3,3,3,4,5,5,2,387,7,0,374,761,2,1,2,6,810,793,0,1603,0,0,2,1,3,1,3,7,7,0,1,3,1992,3,2,484,6,6,3,0,124,0,0,0,0,1,1,1,0,7,2006,9,5,175900
"783",20,4,67,16285,2,"0",2,4,1,5,1,6,3,3,1,3,7,5,2001,2002,2,2,13,14,4,0,3,5,3,4,5,5,7,0,7,0,1413,1413,2,1,2,6,1430,0,0,1430,0,0,2,0,3,1,3,6,7,0,1,3,2001,3,2,605,6,6,3,0,33,0,0,0,0,1,1,1,0,6,2009,9,5,187100
"784",85,4,0,9101,2,"0",1,4,1,1,1,12,3,3,1,7,5,6,1978,1978,2,2,10,11,3,104,4,3,3,4,5,2,4,1097,7,0,0,1097,2,1,2,6,1110,0,0,1110,1,0,1,0,1,1,3,4,7,1,6,3,1978,2,2,602,6,6,3,303,30,0,0,0,0,1,1,1,0,7,2009,9,5,165500
"785",75,5,35,6300,2,"Grvl",4,4,1,5,1,18,3,3,1,5,6,6,1914,2001,2,2,14,16,4,0,4,5,2,5,5,5,7,0,7,0,742,742,2,1,2,6,742,742,0,1484,0,0,2,0,3,1,4,9,7,1,4,1,0,1,0,0,1,1,3,0,291,134,0,0,0,1,1,1,0,6,2008,9,5,128000
"786",20,4,0,9790,2,"0",4,4,1,5,1,17,2,3,1,3,6,5,1967,1967,2,2,4,15,4,0,4,5,2,5,5,5,6,251,5,630,491,1372,2,5,2,6,1342,0,0,1342,0,0,2,0,3,1,4,7,7,1,4,3,1967,4,2,457,6,6,3,0,0,0,0,197,0,1,1,1,0,9,2009,9,5,161500
"787",50,5,60,10800,2,"0",4,4,1,5,1,18,1,3,1,1,5,6,1915,1950,2,2,9,9,4,0,4,3,3,3,5,5,5,686,7,0,0,686,2,5,2,6,966,686,0,1652,1,0,2,0,4,1,4,7,7,0,1,7,1961,4,1,416,6,6,3,0,0,196,0,0,0,1,1,4,1200,6,2010,9,5,139000
"788",60,4,76,10142,2,"0",1,4,1,5,1,20,3,3,1,6,7,5,2004,2004,2,2,13,14,4,0,3,5,3,4,5,5,4,656,7,0,300,956,2,1,2,6,956,1128,0,2084,1,0,2,1,4,1,3,8,7,0,1,5,2004,3,2,618,6,6,3,0,45,0,0,0,0,1,1,1,0,1,2010,9,5,233000
"789",20,5,50,6000,2,"0",4,4,1,1,1,18,3,3,1,3,4,7,1954,2000,2,2,9,9,4,0,4,5,2,5,5,5,7,0,7,0,901,901,2,1,2,6,901,0,0,901,0,0,1,0,2,1,4,4,7,0,1,7,1954,4,1,281,3,6,3,0,0,0,0,0,0,1,1,1,0,8,2008,9,5,107900
"790",60,4,0,12205,2,"0",1,3,1,5,1,5,3,3,1,6,6,8,1966,2007,2,2,7,7,3,157,4,5,2,5,2,3,5,568,7,0,264,832,2,3,2,6,976,1111,0,2087,0,0,2,1,5,1,3,9,7,0,1,3,1966,2,2,444,6,6,3,133,168,0,0,0,0,1,1,1,0,7,2007,9,5,187500
"791",120,4,43,3182,2,"0",4,4,1,5,1,1,3,3,5,3,7,5,2005,2006,2,2,13,14,3,11,3,5,3,4,5,5,4,16,7,0,1129,1145,2,1,2,6,1145,0,0,1145,0,0,2,0,2,1,3,5,7,1,4,3,2005,2,2,397,6,6,3,100,16,0,0,0,0,1,1,1,0,9,2009,9,5,160200
"792",80,4,0,11333,2,"0",1,4,1,1,1,12,3,3,1,8,6,5,1976,1976,2,2,7,7,4,0,4,5,3,4,5,2,2,539,7,0,490,1029,2,5,2,6,1062,0,0,1062,1,0,1,0,3,1,4,5,7,2,6,3,1976,3,2,539,6,6,3,120,0,0,0,0,0,1,1,1,0,5,2007,9,5,146800
"793",60,4,92,9920,2,"0",1,4,1,2,1,14,3,3,1,6,7,5,1996,1997,2,2,9,9,4,0,3,5,3,4,5,2,4,862,7,0,255,1117,2,1,2,6,1127,886,0,2013,1,0,2,1,3,1,4,8,7,1,6,3,1997,4,2,455,6,6,3,180,130,0,0,0,0,1,1,1,0,6,2007,9,5,269790
"794",20,4,76,9158,2,"0",4,4,1,5,1,21,3,3,1,3,8,5,2007,2007,2,2,6,6,5,140,3,5,3,4,5,2,7,0,7,0,1496,1496,2,1,2,6,1496,0,0,1496,0,0,2,0,3,1,3,7,7,0,1,3,2007,2,2,474,6,6,3,168,130,0,0,0,0,1,1,1,0,6,2007,7,6,225000
"795",60,4,0,10832,2,"0",1,4,1,1,1,9,3,3,1,6,7,5,1994,1996,2,2,9,9,4,0,3,5,3,4,5,5,7,0,7,0,712,712,2,1,2,6,1086,809,0,1895,0,0,2,1,3,1,3,7,7,1,6,3,1994,2,2,409,6,6,3,143,46,0,0,0,0,1,1,4,500,10,2008,9,5,194500
"796",60,4,70,8400,2,"0",4,4,1,5,1,20,3,3,1,6,6,6,1980,1981,2,2,7,7,3,130,4,5,2,4,5,5,7,0,7,0,650,650,2,5,2,6,888,676,0,1564,0,0,2,1,3,1,4,7,7,1,6,3,1980,4,2,476,6,6,3,0,50,0,0,204,0,1,4,1,0,4,2010,9,5,171000
"797",20,4,71,8197,2,"0",4,4,1,5,1,19,3,3,1,3,6,5,1977,1977,2,2,10,11,3,148,4,5,2,5,5,5,7,0,7,0,660,660,2,1,2,6,1285,0,0,1285,0,0,1,1,3,1,4,7,7,1,6,3,1977,3,2,528,6,6,3,138,0,0,0,0,0,1,4,1,0,4,2007,9,5,143500
"798",20,4,57,7677,2,"0",4,4,1,5,1,13,3,3,1,3,5,5,1953,1953,2,2,13,14,4,0,4,5,2,5,5,5,3,570,7,0,203,773,2,3,2,6,773,0,0,773,0,0,1,0,2,1,4,4,7,0,1,3,1953,4,1,240,6,6,3,0,0,0,0,0,0,1,1,1,0,4,2008,9,1,110000
"799",60,4,104,13518,2,"0",4,4,1,5,1,16,3,3,1,6,9,5,2008,2009,4,2,13,14,5,860,1,5,3,2,5,5,7,0,7,0,1926,1926,2,1,2,6,1966,1174,0,3140,0,0,3,1,4,1,1,11,7,2,4,5,2009,2,3,820,6,6,3,144,78,0,0,0,0,1,1,1,0,7,2009,7,6,485000
"800",50,4,60,7200,2,"0",4,4,1,1,1,23,2,3,1,1,5,7,1937,1950,2,2,14,15,3,252,4,5,1,4,5,5,2,569,7,0,162,731,2,1,2,6,981,787,0,1768,1,0,1,1,3,1,3,7,7,2,6,7,1939,4,1,240,6,6,3,0,0,264,0,0,0,1,4,1,0,6,2007,9,5,175000
"801",60,4,79,12798,2,"0",1,2,1,5,2,5,2,3,1,6,6,5,1997,1997,2,2,13,14,4,0,4,5,3,4,5,3,4,462,7,0,154,616,2,3,2,6,616,1072,0,1688,1,0,2,1,4,1,3,8,7,0,1,3,1997,3,2,603,6,6,3,403,114,185,0,0,0,1,1,4,400,5,2008,9,5,200000
"802",30,5,40,4800,2,"0",4,4,1,5,1,10,3,3,1,3,4,7,1916,1990,2,2,9,9,4,0,4,5,2,5,5,5,5,197,7,0,999,1196,2,1,2,2,1196,0,0,1196,1,0,1,0,2,1,4,5,7,0,1,7,1957,4,2,440,6,6,3,0,0,0,0,0,0,1,1,1,0,7,2007,9,5,109900
"803",60,4,63,8199,2,"0",4,4,1,5,1,6,3,3,1,6,7,5,2005,2005,2,2,15,16,4,0,3,5,3,4,5,2,4,648,7,0,80,728,2,1,2,6,728,728,0,1456,1,0,2,1,3,1,3,7,7,1,4,3,2005,2,2,410,6,6,3,36,18,0,0,0,0,1,1,1,0,10,2008,9,5,189000
"804",60,4,107,13891,2,"0",4,4,1,5,1,16,3,3,1,6,9,5,2008,2009,4,2,13,14,5,424,1,5,3,2,5,3,7,0,7,0,1734,1734,2,1,2,6,1734,1088,0,2822,0,0,3,1,4,1,1,12,7,1,4,5,2009,3,3,1020,6,6,3,52,170,0,0,192,0,1,1,1,0,1,2009,7,6,582933
"805",20,4,75,9000,2,"0",4,4,1,5,1,13,3,3,1,3,5,5,1954,1954,2,2,14,15,4,0,4,5,2,5,5,5,5,812,7,0,124,936,2,5,2,6,1128,0,0,1128,0,0,1,0,2,1,4,5,3,0,1,3,1954,4,1,286,6,6,3,0,0,0,0,0,0,1,3,1,0,6,2006,9,4,118000
"806",20,4,91,12274,2,"0",1,4,1,3,1,21,3,3,1,3,7,5,2008,2008,2,2,13,14,5,256,3,5,3,4,5,5,7,0,7,0,1417,1417,2,1,2,6,1428,0,0,1428,0,0,2,0,3,1,1,6,7,0,1,3,2008,3,2,554,6,6,3,0,60,0,0,0,0,1,1,1,0,7,2008,7,6,227680
"807",80,4,75,9750,2,"0",4,4,1,5,1,13,3,3,1,8,5,5,1967,1967,2,2,13,14,4,0,4,5,3,5,5,2,2,400,6,480,100,980,2,3,2,6,980,0,0,980,0,0,2,0,3,1,4,6,7,0,1,3,1967,2,1,384,6,6,3,68,0,0,0,0,0,1,1,1,0,10,2006,9,5,135500
"808",70,4,144,21384,2,"0",4,4,1,5,1,4,3,3,1,6,5,6,1923,2004,2,2,14,15,4,0,4,5,2,5,5,3,4,1309,7,0,15,1324,2,1,2,6,1072,504,0,1576,2,0,1,1,3,1,3,6,7,1,6,3,1923,3,2,528,6,6,3,0,312,0,0,0,0,1,1,1,0,5,2009,9,5,223500
"809",80,4,85,13400,2,"0",4,4,1,5,1,13,3,3,1,8,5,5,1966,1966,2,2,13,14,3,1047,4,5,2,5,5,2,2,516,3,128,380,1024,2,5,2,6,1086,0,0,1086,1,0,1,0,3,1,4,6,7,1,4,3,1966,3,2,484,6,6,3,0,0,0,0,0,0,1,3,1,0,6,2006,9,5,159950
"810",75,5,90,8100,2,"0",4,4,1,1,1,18,3,3,1,5,5,5,1898,1965,4,2,1,1,4,0,4,5,3,5,5,5,7,0,7,0,849,849,2,5,1,2,1075,1063,0,2138,0,0,2,0,2,3,4,11,7,0,1,7,1910,4,2,360,3,5,1,40,156,0,0,0,0,1,4,1,0,11,2009,9,5,106000
"811",20,4,78,10140,2,"0",4,4,1,5,1,17,3,3,1,3,6,6,1974,1999,4,2,7,7,3,99,4,5,2,5,5,5,2,663,5,377,0,1040,2,2,2,6,1309,0,0,1309,1,0,1,1,3,1,3,5,7,1,3,3,1974,3,2,484,6,6,3,265,0,0,0,0,648,3,2,1,0,1,2006,9,5,181000
"812",120,5,0,4438,2,"0",4,4,1,5,1,6,3,3,5,3,6,5,2004,2004,2,2,13,14,3,169,3,5,3,4,5,3,4,662,7,0,186,848,2,1,2,6,848,0,0,848,1,0,1,0,1,1,3,4,7,1,4,3,2004,2,2,420,6,6,3,140,0,0,0,0,0,1,1,1,0,6,2008,3,5,144500
"813",20,1,66,8712,1,"0",4,1,1,5,2,10,3,3,1,3,5,5,1952,1952,4,2,14,15,4,0,2,5,2,5,5,2,7,0,7,0,540,540,2,5,1,2,1044,0,0,1044,0,0,1,0,2,1,2,4,7,0,1,4,1952,4,2,504,6,6,1,0,0,0,0,0,0,1,1,4,54,6,2010,9,3,55993
"814",20,4,75,9750,2,"0",4,4,1,5,1,13,3,3,1,3,6,6,1958,1958,2,2,9,9,3,243,4,5,2,5,5,5,6,608,7,0,834,1442,2,3,2,6,1442,0,0,1442,0,0,1,1,4,1,4,7,7,0,1,3,1958,3,1,301,6,6,3,0,0,275,0,0,0,1,1,4,500,4,2007,1,5,157900
"815",50,4,45,8248,2,"Grvl",4,4,1,5,1,8,3,3,1,1,5,7,1918,1950,2,2,12,13,4,0,4,5,1,5,5,5,7,0,7,0,686,686,3,3,2,6,686,564,0,1250,0,1,1,1,3,1,2,7,7,0,1,7,1955,4,1,280,6,6,2,207,0,96,0,0,0,1,1,1,0,7,2006,9,5,116000
"816",20,4,48,12137,2,"0",2,4,1,2,1,6,3,3,1,3,7,5,1998,1998,2,2,13,14,3,442,4,5,3,4,5,5,7,0,7,0,1649,1649,2,1,2,6,1661,0,0,1661,0,0,2,0,3,1,3,6,7,0,1,3,1998,3,2,598,6,6,3,0,34,0,0,0,0,1,1,1,0,5,2010,9,5,224900
"817",20,4,0,11425,2,"0",1,4,1,1,1,13,3,3,1,3,5,6,1954,1954,2,2,4,4,4,0,4,5,2,5,5,5,3,486,7,0,522,1008,2,3,2,6,1008,0,0,1008,0,0,1,0,2,1,4,4,7,1,4,3,1954,3,1,275,6,6,3,0,0,120,0,0,0,1,1,1,0,7,2006,9,5,137000
"818",20,4,0,13265,2,"0",1,4,1,2,1,12,3,3,1,3,8,5,2002,2002,4,2,6,6,3,148,3,5,3,4,5,5,4,1218,7,0,350,1568,2,1,2,6,1689,0,0,1689,1,0,2,0,3,1,3,7,7,2,4,3,2002,3,3,857,6,6,3,150,59,0,0,0,0,1,1,1,0,7,2008,9,5,271000
"819",80,4,80,8816,2,"0",4,4,1,5,1,5,3,3,1,8,6,7,1971,1971,2,2,7,7,3,80,4,5,2,5,5,2,4,504,7,0,506,1010,2,3,2,6,1052,0,0,1052,1,0,1,0,3,1,4,6,7,0,1,3,1971,4,2,440,6,6,3,0,0,0,0,0,0,1,4,1,0,6,2010,9,5,155000
"820",120,4,44,6371,2,"0",1,4,1,5,1,16,3,3,5,3,7,5,2009,2010,2,2,13,14,5,128,3,5,3,4,5,4,4,733,7,0,625,1358,2,1,2,6,1358,0,0,1358,1,0,2,0,2,1,3,6,7,1,4,3,2010,3,2,484,6,6,3,192,35,0,0,0,0,1,1,1,0,6,2010,7,6,224000
"821",60,4,72,7226,2,"0",1,4,1,2,1,6,3,3,1,6,7,5,2003,2003,2,2,13,14,4,0,3,5,3,4,5,5,7,0,7,0,798,798,2,1,2,6,798,842,0,1640,0,0,2,1,3,1,3,6,7,0,1,3,2003,3,2,595,6,6,3,0,45,0,0,0,0,1,1,1,0,6,2008,9,5,183000
"822",20,5,60,6000,2,"Pave",4,1,1,5,2,18,3,3,2,3,4,4,1953,1953,2,2,9,9,4,0,2,5,2,3,5,5,7,0,7,0,936,936,2,5,1,6,936,0,0,936,0,0,1,0,2,1,4,4,4,0,1,7,1974,4,2,576,6,6,3,0,32,112,0,0,0,1,1,1,0,2,2009,9,5,93000
"823",60,4,0,12394,2,"0",1,4,1,1,1,9,3,3,1,6,7,5,2003,2003,2,2,13,14,4,0,3,5,3,4,5,3,7,0,7,0,847,847,2,1,2,6,847,886,0,1733,0,0,2,1,3,1,3,7,7,1,4,5,2003,2,2,433,6,6,3,100,48,0,0,0,0,1,1,1,0,10,2007,9,4,225000
"824",50,4,60,9900,2,"0",4,4,1,5,1,23,3,3,1,1,6,7,1940,1950,2,2,13,14,4,0,4,5,1,5,5,5,7,0,7,0,778,778,2,5,2,6,944,545,0,1489,0,0,2,0,3,1,4,7,7,1,4,7,1940,4,1,240,6,6,3,335,0,0,0,0,0,1,3,1,0,7,2009,9,5,139500
"825",20,2,81,11216,2,"0",4,4,1,5,1,21,3,3,1,3,8,5,2006,2006,2,2,13,14,4,0,3,5,3,4,3,5,7,0,7,0,1489,1489,2,1,2,6,1489,0,0,1489,0,0,2,0,3,1,3,7,7,1,4,3,2006,3,2,776,6,6,3,0,140,0,0,0,0,1,1,1,0,6,2006,7,6,232600
"826",20,4,114,14803,2,"0",4,4,1,5,1,16,5,5,1,3,10,5,2007,2008,4,2,6,6,3,816,1,5,3,2,5,2,4,1636,7,0,442,2078,2,1,2,6,2084,0,0,2084,1,0,2,0,2,1,1,7,7,1,4,3,2007,2,3,1220,6,6,3,188,45,0,0,0,0,1,1,1,0,6,2008,7,6,385000
"827",45,5,50,6130,2,"0",4,4,1,5,1,4,3,3,1,2,5,6,1924,1950,2,2,9,9,4,0,4,5,1,5,5,5,2,784,7,0,0,784,2,3,2,6,784,0,0,784,1,0,1,0,2,1,3,5,7,0,1,1,0,1,0,0,1,1,3,0,0,116,0,0,0,1,1,1,0,5,2008,9,5,109500
"828",20,4,65,8529,2,"0",1,4,1,5,1,20,3,3,1,3,7,5,2001,2001,2,2,13,14,4,0,3,5,3,4,5,5,4,20,7,0,1434,1454,2,1,2,6,1434,0,0,1434,0,0,2,0,3,1,3,6,7,1,6,3,2001,3,2,527,6,6,3,290,39,0,0,0,0,1,1,1,0,4,2009,9,5,189000
"829",60,4,0,28698,2,"0",2,3,1,2,3,5,3,3,1,6,5,5,1967,1967,1,6,10,11,4,0,4,5,3,5,3,3,5,249,2,764,0,1013,2,5,2,6,1160,966,0,2126,0,1,2,1,3,1,4,7,4,0,1,3,1967,2,2,538,6,6,3,486,0,0,0,225,0,1,1,1,0,6,2009,9,1,185000
"830",160,2,24,2544,2,"Pave",4,4,1,5,1,21,3,3,4,6,7,5,2005,2005,2,2,9,9,4,0,3,5,3,4,5,5,7,0,7,0,600,600,2,1,2,6,520,623,80,1223,0,0,2,1,2,1,3,4,7,0,1,7,2005,3,2,480,6,6,3,0,166,0,0,0,0,1,1,1,0,7,2006,9,5,147400
"831",20,4,80,11900,2,"0",1,4,1,1,1,13,3,3,1,3,6,5,1957,1957,2,2,7,7,3,387,4,5,2,5,5,5,6,1040,7,0,352,1392,2,5,2,2,1392,0,0,1392,1,0,1,1,3,1,4,6,7,2,4,3,1957,3,2,458,6,6,3,0,0,0,0,192,0,1,1,1,0,6,2008,9,5,166000
"832",160,2,30,3180,2,"Pave",4,4,1,5,1,21,3,3,5,6,7,5,2005,2005,2,2,9,9,4,0,4,5,3,4,5,5,7,0,7,0,600,600,2,1,2,6,520,600,80,1200,0,0,2,1,2,1,3,4,7,0,1,7,2005,3,2,480,6,6,3,0,166,0,0,0,0,1,1,1,0,6,2006,9,5,151000
"833",60,4,44,9548,2,"0",1,4,1,2,1,6,3,3,1,6,7,6,2003,2003,2,2,13,14,3,223,3,5,3,4,5,5,4,483,7,0,458,941,2,1,2,6,941,888,0,1829,1,0,2,1,3,1,3,7,7,1,6,3,2003,3,2,613,6,6,3,192,39,0,0,0,0,1,1,1,0,1,2010,9,5,237000
"834",20,4,100,10004,2,"0",4,4,1,5,1,13,3,3,1,3,6,6,1964,1964,2,2,7,11,3,180,4,5,2,5,5,5,6,196,3,345,975,1516,2,5,2,6,1516,0,0,1516,0,0,1,1,3,1,4,6,7,0,1,3,1964,3,2,472,6,6,3,0,0,0,0,152,0,1,1,1,0,2,2009,9,5,167000
"835",20,4,75,7875,2,"0",4,4,1,5,1,13,3,3,1,3,5,6,1961,1961,2,2,13,14,3,136,4,5,2,5,5,5,6,572,7,0,572,1144,2,3,2,6,1144,0,0,1144,1,0,1,0,3,1,4,6,7,0,1,3,1961,4,2,456,6,6,3,0,0,0,0,0,0,1,3,1,0,9,2008,9,5,139950
"836",20,4,60,9600,2,"0",4,4,1,5,1,19,3,3,1,3,4,7,1950,1995,2,2,13,7,4,0,4,5,2,4,5,5,3,442,7,0,625,1067,2,5,2,6,1067,0,0,1067,0,0,2,0,2,1,3,4,4,0,1,3,1996,4,2,436,6,6,3,290,0,0,0,0,0,1,1,1,0,2,2010,9,5,128000
"837",30,5,90,8100,2,"Pave",4,4,1,5,1,18,3,3,1,3,5,6,1948,1973,2,2,13,14,4,0,4,5,1,5,5,5,6,338,7,0,1221,1559,2,3,2,6,1559,0,0,1559,1,0,1,0,2,1,4,5,4,0,1,7,1948,4,2,812,6,6,3,0,116,230,0,0,0,1,3,1,0,6,2007,1,5,153500
"838",160,5,21,1680,2,"0",4,4,1,5,1,3,3,3,4,6,6,5,1973,1973,2,2,7,7,3,158,4,5,2,5,5,5,3,330,7,0,153,483,2,5,2,6,483,504,0,987,1,0,1,1,2,1,4,5,7,0,1,7,1973,4,1,264,6,6,3,0,0,0,0,0,0,1,1,1,0,11,2008,9,5,100000
"839",20,4,75,9525,2,"0",4,4,1,5,1,6,3,3,1,3,5,6,1995,2006,2,2,13,14,4,0,4,5,3,4,5,5,7,0,7,0,1099,1099,2,1,2,6,1099,0,0,1099,0,0,1,1,3,1,3,6,7,0,1,3,1999,4,1,352,6,6,3,278,0,0,0,0,0,1,1,1,0,6,2008,9,5,144000
"840",50,4,70,11767,2,"0",4,4,1,5,1,8,3,3,1,1,5,6,1946,1995,2,2,9,9,4,0,4,5,2,5,5,5,3,352,7,0,416,768,2,1,2,6,768,432,0,1200,0,0,1,0,3,1,4,6,7,0,1,7,1946,4,1,240,6,6,3,0,0,0,0,0,0,1,1,1,0,5,2008,9,5,130500
"841",70,3,0,12155,2,"0",1,4,1,5,1,23,3,3,1,6,6,8,1925,1950,2,2,14,15,4,0,4,5,1,5,5,5,3,156,7,0,516,672,2,5,1,6,810,672,0,1482,0,0,2,0,4,1,2,7,7,0,1,7,1934,4,1,400,6,6,2,0,0,254,0,0,0,1,1,1,0,3,2008,9,5,140000
"842",70,5,60,10440,2,"Grvl",4,4,1,5,1,18,3,3,1,6,5,8,1904,2002,2,2,9,9,4,0,4,5,3,5,5,5,7,0,7,0,650,650,2,3,2,6,958,581,0,1539,0,0,2,0,3,1,3,8,7,1,5,7,1983,4,2,686,4,6,2,70,78,68,0,0,0,1,1,1,0,6,2008,9,5,157500
"843",80,4,82,9020,2,"0",4,4,1,5,1,13,3,3,1,8,6,7,1966,1966,2,2,7,7,3,183,4,5,2,5,5,3,6,312,2,539,276,1127,2,5,2,6,1165,0,0,1165,1,0,1,1,3,1,4,6,7,0,1,3,1966,3,2,490,4,4,3,0,129,0,0,0,0,1,2,1,0,5,2008,9,5,174900
"844",90,4,80,8000,2,"0",4,4,1,1,1,13,1,3,3,3,5,4,1961,1961,2,2,4,4,4,0,4,5,2,5,5,5,7,0,7,0,1800,1800,2,1,1,6,1800,0,0,1800,0,0,2,0,6,2,4,10,7,0,1,1,0,1,0,0,1,1,3,0,0,0,0,0,0,1,1,1,0,7,2007,9,5,141000
"845",50,5,100,12665,2,"Grvl",1,4,1,5,1,18,1,3,1,1,5,8,1915,1950,2,2,14,15,4,0,4,5,1,5,5,4,7,0,7,0,876,876,2,3,2,6,876,540,0,1416,0,0,1,1,4,1,4,7,7,1,4,7,1949,4,3,720,6,6,3,418,0,194,0,0,0,1,1,1,0,6,2008,9,5,153900
"846",85,4,0,16647,2,"0",1,4,1,2,1,19,6,3,1,7,5,5,1975,1981,2,2,7,7,4,0,4,5,2,4,5,3,2,1390,7,0,0,1390,2,5,2,6,1701,0,0,1701,1,0,2,0,3,1,4,6,4,2,6,4,1975,2,2,611,6,6,3,0,0,0,0,0,0,1,1,1,0,1,2007,9,5,171000
"847",60,4,75,9317,2,"0",4,4,1,5,1,20,3,3,1,6,7,5,1993,1993,2,2,7,7,3,137,3,5,3,4,5,5,2,513,7,0,227,740,2,1,2,6,1006,769,0,1775,1,0,2,1,3,1,3,7,7,1,6,3,1993,4,2,425,6,6,3,234,72,192,0,0,0,1,1,1,0,7,2009,9,5,213000
